# MEAN_SAMPLE_SIZE = 99339
# TOTAL_GENES = 18121
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GO_bp:go_inositol_phosphate_...4         SET      44     -0.18047   -0.0088821     0.092102      0.97496 GO_bp:go_inositol_phosphate_metabolic_process
GO_bp:go_t_cell_homeostasis              SET      33     0.011906   0.00050763     0.099932      0.45258 GO_bp:go_t_cell_homeostasis
GO_bp:go_histone_methylation             SET     129      0.23823     0.020029     0.055346    8.423e-06 GO_bp:go_histone_methylation
GO_bp:go_cellular_response_t...39        SET      18      -0.3608    -0.011366      0.15509         0.99 GO_bp:go_cellular_response_to_fluid_shear_stress
GO_bp:go_positive_regulation...844       SET      97     0.017545    0.0012803     0.063873      0.39178 GO_bp:go_positive_regulation_of_transporter_activity
GO_bp:go_alpha_beta_t_cell_d...          SET      91      0.13291    0.0093954     0.064147      0.01914 GO_bp:go_alpha_beta_t_cell_differentiation
GO_bp:go_establishment_of_pr...2         SET      26      0.10318    0.0039054      0.11844      0.19184 GO_bp:go_establishment_of_protein_localization_to_chromosome
GO_bp:go_peptide_cross_linki...1         SET      47    -0.068963   -0.0035077      0.09507      0.76589 GO_bp:go_peptide_cross_linking
GO_bp:go_peptidyl_serine_mod...          SET     280      0.04995     0.006161     0.035934     0.082264 GO_bp:go_peptidyl_serine_modification
GO_bp:go_cellular_response_t...37        SET     249     0.052623    0.0061262     0.037827     0.082097 GO_bp:go_cellular_response_to_extracellular_stimulus
GO_bp:go_roundabout_signalin...          SET       7      0.22971    0.0045141      0.24844      0.17759 GO_bp:go_roundabout_signaling_pathway
GO_bp:go_negative_regulation...585       SET      68     -0.10527   -0.0064366     0.072795      0.92592 GO_bp:go_negative_regulation_of_response_to_dna_damage_stimulus
GO_bp:go_glutamate_metabolic...          SET      21    -0.033393   -0.0011362      0.12008      0.60953 GO_bp:go_glutamate_metabolic_process
GO_bp:go_sphingomyelin_metab...          SET       6     -0.46962   -0.0085441      0.29639      0.94344 GO_bp:go_sphingomyelin_metabolic_process
GO_bp:go_trna_metabolic_proc...          SET     164     0.026607    0.0025198     0.044711       0.2759 GO_bp:go_trna_metabolic_process
GO_bp:go_negative_regulation...39        SET      16     0.055601    0.0016515      0.15313      0.35827 GO_bp:go_negative_regulation_of_atpase_activity
GO_bp:go_positive_regulation...456       SET     505      0.03294    0.0054219     0.028117       0.1207 GO_bp:go_positive_regulation_of_locomotion
GO_bp:go_regulation_of_dendr...3         SET      76     0.076674    0.0049552     0.071714       0.1425 GO_bp:go_regulation_of_dendrite_morphogenesis
GO_bp:go_cellular_response_t...71        SET      11      0.06333    0.0015599      0.18386      0.36526 GO_bp:go_cellular_response_to_lithium_ion
GO_bp:go_mammary_gland_epith...3         SET      68      0.15634    0.0095596     0.076032     0.019885 GO_bp:go_mammary_gland_epithelium_development
GO_bp:go_cellular_response_t...99        SET      21     0.022832   0.00077683      0.14835      0.43884 GO_bp:go_cellular_response_to_prostaglandin_stimulus
GO_bp:go_negative_regulation...721       SET      89    -0.066069   -0.0046189      0.06598      0.84166 GO_bp:go_negative_regulation_of_viral_process
GO_bp:go_erythrocyte_homeost...          SET     111   -0.0028712  -0.00022404     0.057947      0.51976 GO_bp:go_erythrocyte_homeostasis
GO_bp:go_response_to_heat                SET     160     0.011055    0.0010342     0.045786      0.40461 GO_bp:go_response_to_heat
GO_bp:go_notch_receptor_proc...1         SET      10     -0.23196   -0.0054478      0.16603       0.9188 GO_bp:go_notch_receptor_processing
GO_bp:go_cellular_response_t...14        SET      28      -0.1103   -0.0043325      0.11441      0.83249 GO_bp:go_cellular_response_to_cadmium_ion
GO_bp:go_suckling_behavior               SET      13      -0.2899   -0.0077623      0.16888      0.95697 GO_bp:go_suckling_behavior
GO_bp:go_positive_regulation...430       SET      37    -0.096936   -0.0043758      0.10327      0.82605 GO_bp:go_positive_regulation_of_kidney_development
GO_bp:go_i_kappab_kinase_nf_...          SET     238    0.0087555   0.00099683     0.039984      0.41334 GO_bp:go_i_kappab_kinase_nf_kappab_signaling
GO_bp:go_regulation_of_non_c...          SET      21     0.060983    0.0020748      0.12896      0.31815 GO_bp:go_regulation_of_non_canonical_wnt_signaling_pathway
GO_bp:go_regulation_of_kinas...          SET     794    -0.010955   -0.0022425     0.022213      0.68906 GO_bp:go_regulation_of_kinase_activity
GO_bp:go_negative_regulation...202       SET      37     0.061225    0.0027638      0.09754      0.26511 GO_bp:go_negative_regulation_of_dna_recombination
GO_bp:go_positive_regulation...466       SET      32    -0.015046  -0.00063172      0.11325      0.55285 GO_bp:go_positive_regulation_of_lymphocyte_migration
GO_bp:go_negative_regulation...136       SET      32      0.14231    0.0059752      0.11635      0.11065 GO_bp:go_negative_regulation_of_cellular_response_to_insulin_stimulus
GO_bp:go_positive_regulation...145       SET      13     -0.11967   -0.0032043      0.17932      0.74773 GO_bp:go_positive_regulation_of_cellular_extravasation
GO_bp:go_myeloid_leukocyte_d...          SET     185       0.1033     0.010384     0.046008     0.012385 GO_bp:go_myeloid_leukocyte_differentiation
GO_bp:go_peroxisome_organiza...          SET      78     0.033587    0.0021989     0.068509      0.31198 GO_bp:go_peroxisome_organization
GO_bp:go_dna_strand_elongati...2         SET      13      0.10121    0.0027099      0.16111      0.26494 GO_bp:go_dna_strand_elongation_involved_in_dna_replication
GO_bp:go_cellular_modified_a...2         SET      25     -0.12137   -0.0045049      0.12126      0.84156 GO_bp:go_cellular_modified_amino_acid_catabolic_process
GO_bp:go_polyol_metabolic_pr...          SET      64      -0.1651   -0.0097949     0.077729      0.98316 GO_bp:go_polyol_metabolic_process
GO_bp:go_positive_regulation...831       SET      18      0.12965    0.0040841      0.14817       0.1908 GO_bp:go_positive_regulation_of_transcription_initiation_from_rna_polymerase_ii_promoter
GO_bp:go_apical_junction_ass...          SET      55     0.090148     0.004959     0.080673      0.13191 GO_bp:go_apical_junction_assembly
GO_bp:go_lymphocyte_homeosta...          SET      53    -0.017616  -0.00095133     0.081129      0.58595 GO_bp:go_lymphocyte_homeostasis
GO_bp:go_sertoli_cell_develo...          SET      12     0.038467    0.0009896      0.17272      0.41188 GO_bp:go_sertoli_cell_development
GO_bp:go_negative_regulation...601       SET      23   -0.0074951  -0.00026686      0.12002       0.5249 GO_bp:go_negative_regulation_of_rna_splicing
GO_bp:go_cell_cycle_phase_tr...          SET     548     0.031564    0.0054055     0.026067      0.11298 GO_bp:go_cell_cycle_phase_transition
GO_bp:go_tissue_morphogenesis            SET     614     0.021022    0.0038036      0.02556      0.20541 GO_bp:go_tissue_morphogenesis
GO_bp:go_endosome_to_lysosom...1         SET      52      0.22864     0.012231     0.083553    0.0031086 GO_bp:go_endosome_to_lysosome_transport
GO_bp:go_response_to_angiote...          SET      23    -0.099799   -0.0035533      0.13458      0.77082 GO_bp:go_response_to_angiotensin
GO_bp:go_dendritic_spine_dev...          SET      80     0.015745    0.0010439      0.06788      0.40829 GO_bp:go_dendritic_spine_development
GO_bp:go_regulation_of_prote...48        SET      41      0.12292    0.0058404      0.09225     0.091362 GO_bp:go_regulation_of_protein_oligomerization
GO_bp:go_serine_family_amino...1         SET      18    -0.078118   -0.0024609      0.14341      0.70702 GO_bp:go_serine_family_amino_acid_biosynthetic_process
GO_bp:go_cerebellar_purkinje...3         SET       9      -0.3672   -0.0081815      0.21249      0.95801 GO_bp:go_cerebellar_purkinje_cell_layer_formation
GO_bp:go_cellular_response_t...18        SET     137    -0.064824   -0.0056152     0.053274      0.88815 GO_bp:go_cellular_response_to_carbohydrate_stimulus
GO_bp:go_inositol_phosphate_...2         SET      15      0.13031    0.0037477      0.15857      0.20561 GO_bp:go_inositol_phosphate_catabolic_process
GO_bp:go_c21_steroid_hormone...2         SET      39    -0.012869   -0.0005964     0.099458      0.55148 GO_bp:go_c21_steroid_hormone_metabolic_process
GO_bp:go_negative_regulation...262       SET      19      0.10076    0.0032612      0.14955      0.25023 GO_bp:go_negative_regulation_of_glial_cell_differentiation
GO_bp:go_positive_regulation...775       SET      60      0.16614    0.0095446     0.083729     0.023619 GO_bp:go_positive_regulation_of_synapse_assembly
GO_bp:go_transmission_of_ner...          SET      66    -0.047358    -0.002853     0.074723      0.73689 GO_bp:go_transmission_of_nerve_impulse
GO_bp:go_positive_regulation...873       SET     173    -0.013779   -0.0013399     0.048129      0.61267 GO_bp:go_positive_regulation_of_vasculature_development
GO_bp:go_positive_regulation...252       SET      21    -0.085951   -0.0029244       0.1468      0.72088 GO_bp:go_positive_regulation_of_epidermal_cell_differentiation
GO_bp:go_membrane_fusion                 SET     145     0.021967    0.0019572     0.050338      0.33128 GO_bp:go_membrane_fusion
GO_bp:go_positive_regulation...818       SET      34     -0.05311   -0.0022984      0.10307      0.69682 GO_bp:go_positive_regulation_of_tor_signaling
GO_bp:go_positive_regulation...307       SET      37     0.037673    0.0017006      0.10322      0.35756 GO_bp:go_positive_regulation_of_glial_cell_differentiation
GO_bp:go_male_sex_determinat...          SET      11     -0.12654   -0.0031168      0.19147      0.74565 GO_bp:go_male_sex_determination
GO_bp:go_type_b_pancreatic_c...2         SET      20    -0.055637   -0.0018474      0.15568       0.6396 GO_bp:go_type_b_pancreatic_cell_development
GO_bp:go_regulation_of_super...1         SET      20     -0.21897   -0.0072709      0.12988      0.95409 GO_bp:go_regulation_of_superoxide_anion_generation
GO_bp:go_antigen_receptor_me...          SET     223    -0.022932   -0.0025283     0.042135      0.70686 GO_bp:go_antigen_receptor_mediated_signaling_pathway
GO_bp:go_positive_regulation...514       SET     148    -0.041089   -0.0036982     0.049638       0.7961 GO_bp:go_positive_regulation_of_mitotic_cell_cycle
GO_bp:go_lymphocyte_costimul...          SET      50    -0.011619  -0.00060951     0.091587      0.55048 GO_bp:go_lymphocyte_costimulation
GO_bp:go_regulation_of_serin...          SET       9     -0.12793   -0.0028505      0.22751      0.71305 GO_bp:go_regulation_of_serine_type_peptidase_activity
GO_bp:go_negative_regulation...635       SET      25    -0.011571  -0.00042949      0.12975      0.53553 GO_bp:go_negative_regulation_of_steroid_metabolic_process
GO_bp:go_cofactor_metabolic_...          SET     410    0.0065201   0.00096961     0.030628      0.41571 GO_bp:go_cofactor_metabolic_process
GO_bp:go_barbed_end_actin_fi...          SET      18     -0.10361   -0.0032641      0.14967      0.75562 GO_bp:go_barbed_end_actin_filament_capping
GO_bp:go_cell_migration_invo...4         SET      52     -0.12824   -0.0068601      0.08717      0.92937 GO_bp:go_cell_migration_involved_in_sprouting_angiogenesis
GO_bp:go_negative_regulation...340       SET      13     -0.29999   -0.0080323      0.16634      0.96434 GO_bp:go_negative_regulation_of_intracellular_estrogen_receptor_signaling_pathway
GO_bp:go_regulation_of_type_...1         SET      29      0.04379    0.0017504      0.11873      0.35613 GO_bp:go_regulation_of_type_2_immune_response
GO_bp:go_3_utr_mediated_mrna...2         SET      17     0.021899   0.00067046      0.15281      0.44302 GO_bp:go_3_utr_mediated_mrna_stabilization
GO_bp:go_drug_catabolic_proc...          SET      99    -0.062657   -0.0046187     0.062659      0.84133 GO_bp:go_drug_catabolic_process
GO_bp:go_positive_regulation...719       SET      23     0.071324    0.0025395      0.12924      0.29052 GO_bp:go_positive_regulation_of_rho_protein_signal_transduction
GO_bp:go_primitive_streak_fo...          SET      10     -0.30694   -0.0072085      0.20769      0.93027 GO_bp:go_primitive_streak_formation
GO_bp:go_response_to_phenylp...          SET       5     -0.14437   -0.0023978      0.29548      0.68743 GO_bp:go_response_to_phenylpropanoid
GO_bp:go_regulation_of_epith...4         SET     205    -0.055958   -0.0059182     0.042968      0.90359 GO_bp:go_regulation_of_epithelial_cell_migration
GO_bp:go_positive_regulation...585       SET      46    -0.060538   -0.0030463     0.094853      0.73833 GO_bp:go_positive_regulation_of_notch_signaling_pathway
GO_bp:go_cellular_iron_ion_h...          SET      55  -0.00046524  -2.5593e-05     0.082496      0.50225 GO_bp:go_cellular_iron_ion_homeostasis
GO_bp:go_contractile_actin_f...          SET      85     0.044803    0.0030614     0.065467      0.24688 GO_bp:go_contractile_actin_filament_bundle_assembly
GO_bp:go_macromolecule_deacy...          SET      89     0.095075    0.0066468     0.062939     0.065455 GO_bp:go_macromolecule_deacylation
GO_bp:go_translational_initi...          SET     173     0.038043    0.0036994     0.043322      0.18994 GO_bp:go_translational_initiation
GO_bp:go_activation_of_nf_ka...          SET      17      0.11076     0.003391      0.14793      0.22701 GO_bp:go_activation_of_nf_kappab_inducing_kinase_activity
GO_bp:go_synaptic_transmissi...1         SET      28    -0.053906   -0.0021174      0.12138      0.67152 GO_bp:go_synaptic_transmission_cholinergic
GO_bp:go_negative_regulation...171       SET      20    -0.086898   -0.0028854      0.12539      0.75585 GO_bp:go_negative_regulation_of_cytokine_production_involved_in_immune_response
GO_bp:go_regulation_of_toll_...3         SET      19      0.12727     0.004119       0.1386      0.17925 GO_bp:go_regulation_of_toll_like_receptor_4_signaling_pathway
GO_bp:go_positive_regulation...147       SET     299     0.042972    0.0054744     0.035177      0.11094 GO_bp:go_positive_regulation_of_cellular_protein_localization
GO_bp:go_plasma_membrane_org...          SET      87     -0.07359   -0.0050869     0.064395      0.87343 GO_bp:go_plasma_membrane_organization
GO_bp:go_regulation_of_neuro...16        SET      98   -0.0061807  -0.00045331     0.062565      0.53935 GO_bp:go_regulation_of_neurotransmitter_secretion
GO_bp:go_positive_regulation...649       SET     196     -0.05849   -0.0060502       0.0438      0.90912 GO_bp:go_positive_regulation_of_protein_catabolic_process
GO_bp:go_activation_of_adeny...          SET      36      0.16547    0.0073683      0.11084     0.067734 GO_bp:go_activation_of_adenylate_cyclase_activity
GO_bp:go_white_fat_cell_diff...          SET      12      0.13908     0.003578      0.19331      0.23593 GO_bp:go_white_fat_cell_differentiation
